file_in_zip,doc_id,ext,num_pages,docket_id,date_guess,doc_type_guess,title_snippet
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0120-0010_FDA_CDER_to_Pronova_BioPharma_Norge_AS___Petition_.pdf,ad54d7c1d5f1,pdf,2,FDA-2011-P-0120,2011,petition,"~ sl..vrCl&,.U . ""'''''~l-~'' DEPAR. TMENT OF HEAL.;rH & HUM. AN SERVIC. ES...f¡ E ~~ . - - - - - .'t'1.l+ "" "" - . ',...- - ,.'. ',"" _ ."", .~lt..!a .Food and Drug Administration Rockvile MD 20857 MAY 1 12011 Morten Jurs Chief Executive Officer Pronova BioPharma Norge AS .. PO Box 420 NO-1327 Lysaker Norway Re: Docket No. FDA-2011-P-0120 Dear. Mr. Jurs: This letter responds to your citizen petition submitted to the Food and Drug Administration (FDA or the Agency) on February 28,20 11. (Petition)…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0127-0001_Baxter_Healthcare_Corporation__et_al____King___Spa.pdf,27ade5cd6b23,pdf,52,FDA-2011-P-0127,2011,petition,"KING & SPALDINGKing & Spalding LLP 1700 Pennsylvania Ave, NW Suite 200 1 Washington, D.C. 20006-4707 Tel: +1 202 737 0500 Fax: +1 202 626 3737 www.kslaw.com Christina M. Markus Direct Dial: 202-626-2926 cmarkusgkslaw.com01 February 28, 2011 • •■• Dockets Management Branch Food and Drug Administration 5630 Fishers Lane, Room 1061 (HFA-305) Rockville, Maryland 20852 CITIZEN PETITION The undersigned submits this petition on behalf of Baxter IIealthcare Corporation, Baxter International Inc., and B…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0127-0002_Acknowledgement_Letter_to_Baxter_Healthcare_Corpor.pdf,8ffc599c3ee6,pdf,1,FDA-2011-P-0127,2011,petition,"-650A: Gloria Ortega Division of Dockets Management Office of Public Information and Library Services Office of Shared Services Office of Management DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 March 1, 2011 Christina M. Markus, Attorney King & Spalding LLP 1700 Pennsylvania Avenue, NW Suite 200 Washington, D.C. 20006-4707 Dear Ms. Markus: Your petition to the Food and Drug Administration submitted on behalf of Baxter Healthcare Cor…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0127-0007_FDA_CDER_to_Baxter_Healthcare_Corporation__et_al__.pdf,b3a697c6537e,pdf,8,FDA-2011-P-0127,2011,petition,"D'EPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockville MD 20857 JUN 7 2011 Christina M. Markus King & Spalding LLP 1700 Pennsylvania Ave., NW Suite 200 Washington, DC 20006-4707 Re: Docket No. FDA-2011-P-0127 Dear Ms. Markus: This letter responds to your citizen petition submitted on behalf of Baxter Healthcare Corporation, Baxter International Inc., and Baxter Healthcare SA (collectively, Baxter), which was received by the Food and Drug Administration (FDA or Agency) on…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0128-0001_ISTA_Pharmaceuticals__Inc___Covington___Burling_LL.pdf,158d576403b1,pdf,36,FDA-2011-P-0128,2011,petition,"COVINGTON & BURLING L L P 1201 PENNSYLVANIA AVENUE NW WASHINGTON, DC 20004-2401 TEL 202.662.6000 FAX 202.662.6291 WWW.COV.COMBEIJING BRUSSELS LONDON NEW YORK SAN DIEGO SAN FRANCISCO SILICON VALLEY WASHINGTONPETER 0. SAF1R TEL 202.662.5162 FAX 202.778.5162 PSAFIR COV.COM March 1, 2011 c:;\ BY HAND Dockets Management Branch Food & Drug Administration 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Dear Sir/Madam: Enclosed please find one signed original and two copies of a Citizen Petition to be…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0128-0002_Acknowledgement_Letter_to_ISTA_Pharmaceuticals__In.pdf,8e6f35df1f0d,pdf,1,FDA-2011-P-0128,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 March 1, 2011 Peter 0. Safir Covington & Burling LLP 1201 Pennsylvania Avenue NW Washington, DC 20004-2401 Dear Mr. Safir: Your petition to the Food and Drug Administration submitted on behalf of ISTA Pharmaceuticals, Inc. requesting to refrain from granting tentative or final approval of any abbreviated new drug application for bromfenac ophthalmic solution that utilizes the labeling for…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0128-0003_ISTA_Pharmaceuticals__Inc___Covington___Burling_LL.pdf,c46610e7a894,pdf,2,FDA-2011-P-0128,2011,petition,"COVINGTON & BURLING LLP 1201 PENNSYLVANIA AVENUE NW WASHINGTON, DC 20004-2401 TEL 202.662.6000 PAX 202.662.6291 WWW.COV.COMBEIJING BRUSSELS LONDON NEW YORK SAN DIEGO SAN FRANCISCO SILICON VALLEY WASHINGTON4273 11 MAR -3 P 3 :06 March 3, 2011 BY HAND Dockets Management Branch Food & Drug Administration 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Dear Sir/Madam: Pursuant to 21 C.F.R. § 10.35(g), ISTA Pharmaceuticals, Inc. hereby amends its Citizen Petition filed on March 1, 2011 in docket FD…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0128-0004_FDA_CDER_to_ISTA_Pharmaceuticals___Petition_Denial.pdf,28741254ab1b,pdf,17,FDA-2011-P-0128,2011,petition,"l:~ DEPARTMET OF HEALTH &. HUMA SERVICES~+~+,~~ Food and Drug Administration Rockville MD 20857 MAY 1 1 2011 Marin J. Garett 1ST A Pharmaceuticals 15279 Alton Parkway, Suite 100 Irvine, California 92618 Peter Safir Covington & Burling 1201 Pennsylvania Avenue, NW Washington, DC 20004-2401 Re: Docket Nos. FpA-2008-P-0368 and FDA-2011-P-0128 Dear Mr. Garett and Mr. Safir: This letter responds to two citizen petitions from ISTA Pharmaceuticals (Ista) that raise issues regarding applications for op…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0128-0005_Determination_That_Products_Were_Not_Withdrawn_fro.pdf,bc4c65c8b270,pdf,2,FDA-2011-P-0128,2011,other,"28045 Federal Register / Vol. 76, No. 93 / Friday, May 13, 2011 / Notices Dated: May 9, 2011. Leslie Kux, Acting Assistant Commissioner for Policy. [FR Doc. 2011–11744 Filed 5–12–11; 8:45 am] BILLING CODE 4160–01–P DEPARTMENT OF HEALTH AND HUMAN SERVICES Food and Drug Administration [Docket No. FDA–2010–N–0355] Agency Information Collection Activities; Announcement of Office of Management and Budget Approval; Current Good Manufacturing Practice in Manufacturing, Packaging, Labeling, or Holding …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0150-0001_SureTek_Medical___Citizen_Petition.pdf,b178bd24cede,pdf,20,FDA-2011-P-0150,2011,petition,"5444eTt44441 Surgical Resource TechnologyPetition for Action by CDRH to Enforce MDUFMA 302.b for Reprocessors of Single Use Electrosurgical Devices that Fail to Submit Validation Data for FDA Review Dockets Management Branch Food and Drug Administration (FDA) Room 1601 5630 Fishers Lane Rockville, MD 20852 March 7, 2011 2011 M4R -8 12: 05 To whom it may concern, The undersigned submits this petition under Section 302.b of the Medical Device User Fees and Modernization Act (MDUFMA) of 2002 to re…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0150-0002_Acknowledgement_Letter_to_SureTek_Medical.pdf,dc46a3cce9c4,pdf,1,FDA-2011-P-0150,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 March 8, 2011 Mike Sammon, CEO/President Sure Tek Medical 25 Maple Creek Circle, Suite B Greenville, SC 29607 Dear Dr. Sammon: Your petition to the Food and Drug Administration regarding the enforcement of the premarket notification requirements of the Act with respect to reprocessed single-use devices, was received by this office on 3/08/2011. It was assigned docket number FDA-2011-P-015…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0150-0003_Interim_Response_to_SureTek_Medical___Letter.pdf,2ce54e1afc54,pdf,1,FDA-2011-P-0150,2011,response/decision,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0150-0004_Final_Response_from_FDA_CDRH_to_SureTek_Medical.pdf,f80430bbb8a3,pdf,1,FDA-2011-P-0150,2011,response/decision,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0151-0001_Brian_C__Mandingo___Citizen_Petition_.pdf,d14685042f16,pdf,5,FDA-2011-P-0151,2011,petition,"p FMarch 4, 2011 Dockets Management Branch Food and Drug Administration Department of Health and Human Services Room 1061 5630 Fishers Lane Rockville, MD 208572011 MAP -8 P 2 42 CITIZEN PETITION Dear Sir or Madam: The undersigned submits this petition under sections 301, 302, 303, 304, and 502 of the Federal Food, Drug, and Cosmetic Act to request that the Commissioner of Food and Drugs seek an injunction against the use by the Church of Scientology and its affiliated entities of the ""E- Meter,…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0151-0002_Acknowledgement_Letter_to_Brian_C__Mandingo.pdf,24dec7010e08,pdf,1,FDA-2011-P-0151,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPY March 8, 2011 Brian C. Mandingo Dear Mr. Mandingo: Your petition to the Food and Drug Administration requesting to take enforcement action against the Church of Scientology and its affiliated entities for their unsanctioned use of the ""E-Meter"", was received by this office on 3/08/2011. It was assigned docket number FDA-2011-P-0151-0001/CP, and it was filed on 3/08/2011. Please …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0166-0001_Lachman_Consultant_Services__Inc____Citizen_Petiti.pdf,2a602b8a19ee,pdf,4,FDA-2011-P-0166,2011,petition,"LACHMAN CONSULTANT SERVICES, INC. CONSULTANTS TO THE PHARMACEUTICAL AND ALLIED INDUSTRIES 1600 STEWART AVENUE, WESTBURY, NY 11590 (516) 222-6222 • FAX (516) 683-1887 March 16, 2011 2OH MR I 1 A 2b OVERNIGHT COURIER 3/16/11 Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Citizen Petition Dear Sir or Madam: The undersigned submits this petition, in quadruplicate, pursuant to Section 505(…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0166-0004_Acknowledgement_Letter_to_Lachman_Consultant_Servi.pdf,696b2f4337dd,pdf,1,FDA-2011-P-0166,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 March 17, 2011 Robert W. Pollock Executive Vice President Lachman Consultant Services, Inc. 1600 Stewart Avenue Westbury, NY 11590 Dear Mr. Pollock: Your petition to the Food and Drug Administration to Declare that the product Ondansetron Effervescent Tablets 8 mg is suitable for submission as an abbreviated new drug application (ANDA), was received by this office on 03/17/2011. It was as…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0166-0005_Lachman_Consultant_Services__Inc____Amendment.pdf,f587f20cc459,pdf,21,FDA-2011-P-0166,2011,petition,"suchLACHMAN CONSULTANT SERVICES 9 INC. CONSULTANTS TO THE PHARMACEUTICAL AND ALLIED INDUSTRIES 1600 STEWART AVENUE, WESTByty, NY 11590 440 (616) 211-622rR (Atii 601887 April 18, 2011 OVERNIGHT COURIER 4/18/2011 Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Citizen Petition — AMENDMENT to FDA-2011-P-0166 Dear Sir or Madam: The undersigned submits this amendment to the above listed pet…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0166-0006_FDA_CDER_to_Lachman_Consulting_Services_Inc___Peti.pdf,7554a531a492,pdf,2,FDA-2011-P-0166,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Lachman Consulting Services, Inc. Attention: Robert W. Pollock 1600 Stewart A venue Westbury, NY 11590 Dear Mr. Pollock: JUN 1 9 Z01{ Food and Drug Administration Rockville MD 20857 Docket No. 2011-P-0166 This is in response to your petition filed on March 17, 2011 and your amendment dated April 18, 2011, requesting permission to file an Abbreviated New Drug Application (ANDA) for the following drug product: Ondansetron Effervescent Tablets, 4 mg and 8 mg. …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0167-0001_Lachman_Consultant_Services__Inc____Citizen_Petiti.pdf,1627e605a27b,pdf,25,FDA-2011-P-0167,2011,petition,"LACHMAN CONSULTANT SERVICES INC. CONSULTANTS TO THE PHARMACEUTICAL AND ALLIED INDUSTRIES 1600 STEWART AVENUE, WESTBURY, NY 11590 (516) 222-6222 • FAX (516) 683-1887 211H MAR 11 A g: 2g March 16, 2011 OVERNIGHT COURIER 3/16/11 Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Citizen Petition Dear Sir or Madam: The undersigned, on behalf of a client, submits this petition in quadruplicate…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0167-0002_Acknowledgement_Letter_to_Lachman_Consultant_Servi.pdf,49ac7ad9940d,pdf,1,FDA-2011-P-0167,2011,petition,"March 17, 2011 r rinrvi2 [Li:. t9Lr .,,,$°""'`E'• DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 Robert W. Pollock Executive Vice President Lachman Consultant Services, Inc. 1600 Stewart Avenue Westbury, NY 11590 Dear Mr. Pollock: Your petition to the Food and Drug Administration to declare that Butalbital and Acetaminophen Capsules, 50 mg/300 mg is suitable for submission as an abbreviated new drug application (ANDA), was received by …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0167-0003_FDA_CDER_to__Lachman_Consultant_Services__Inc___Pe.pdf,b2e3f166e1be,pdf,2,FDA-2011-P-0167,2011,petition,"(''~ DEPARTMENT OF HEALTII & HUMAN SERVICES ~.,4 Lachman Consultant Services, Inc. Attention: Robert W. Pollock 1600 Stewart Avenue Westbury, NY 11590 Dear Mr. Pollock: JUL 0 7 2012 Food and Drug Administration Rockville MD 20857 ~r·z """" _(! L! Docket No. FDA-2011-P-0167 This is in response to your petition filed on March 17, 2011 requesting permission to file an Abbreviated New Drug Application (ANDA) for the following drug product: Butalbital and Acetaminophen Capsules, 50 mg/300 mg. The list…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0173-0001_Hospira__Inc____Citizen_Petition.pdf,c947691021f8,pdf,4,FDA-2011-P-0173,2011,petition,"~ HOSplra March 17,2011 ZOlI MAR I 8 A"": 3 0 Division of Dockets Management I Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Citizen Petition The undersigned submits this Citizen Petition, in quadruplicate, pursuant to Section 5050(j)(2)(C) ofthe Federal Food, Drug and Cosmetic Act, and in accordance with 21 CFR 10.20(a), 10.30 and 314.93 to request that FDA amend the Approved Drug Products with Therapeutic Equivalence Evalu…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0173-0002_Acknowledgement_Letter_to_Hospira__Inc_.pdf,24a9e40ee820,pdf,1,FDA-2011-P-0173,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 March 18, 2011!f -■4. fra Y`y ) akbais ' 1 a a' COY Mark J. Kopulos Product Manager Hospira, Inc. 275 North Field Drive Dept. 389, Building H2 Lake Forest, IL 60045 Dear Mr. Kopulos: Your petition to the Food and Drug Administration to designate Sanofi-Aventis drug product, CLAFORAN@ (cefotazime for injection) 1g and 2g in ADD-Vantage@ Vial for purposes of submitting an Abbreviated New Dr…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0173-0003_Interim_Response_to_Hospira__Inc_.pdf,77e21f3b87dd,pdf,1,FDA-2011-P-0173,2011,petition,"Hflt-30j­ Food and Drug Administration Rockville MD 20857 SEP 14 2011 2011 SEP r b A 1/: 2b Mark J. Kopulos Product Manager, Global Regulatory Affairs Hospira, Inc. 275 North Field Drive, Dept. 389, Building H2 Lake Forest, IL 60045 Re: Docket No. FDA-2011-P-0173 Dear Mr. Kopulos: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on March 18, 2011. Your petition requests that the Agency designate CLAFO…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0173-0004_FDA_CDER_to_Hospira__Inc____Petiton_Approval.pdf,fd0c8ed56e5d,pdf,5,FDA-2011-P-0173,2011,petition,"tl "",tRVICIS. ('Æ.v~,~""~~DEPARTMENT OF HEALTH &. HUMAN SERVICES MAR 2 a 2012Food and Drug Administration Rockvile MD 20857 ""Mark 1. Kopulos Product Manager, Global Regulatory Affairs Hospira, Inc. , 275 North Field Drive Dept. 389, Building H2 Lake Forest, IL 60045 Re: Docket Nos. FDA-2011-P-0059 and FDA-2011-P-0173 Dear Mr. Kopulos: This letter responds to two citizen petitions you submitted dated January 25, 2011, and March 17,2011, in the dockets noted above. In the January 25, 2011, petitio…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0182-0001_Watson_Laboratories__Inc____Citizen_Petition.pdf,c30815914c4e,pdf,4,FDA-2011-P-0182,2011,petition,"Watson° 2011 MAR 22 A 20 March 21, 2011 Via FedEx''' Division of Dockets Management Food and Drug Administration Department of Health and Human Services (HFA-305) 5630 Fishers Lane Room 1061 Rockville, MD 20852 Citizen Petition Dear Sir or Madam: The undersigned submits this petition in quadruplicate pursuant to 21 CFR §10.25 and 10.30 and in accordance with the regulations at 21 CFR §314.161 to request the Commissioner of the Food and Drug Administration (""FDA"") to provide a determination whet…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0182-0002_Acknowledgement_Letter_to_Watson_Laboratories__Inc.pdf,b860f1f1eadf,pdf,1,FDA-2011-P-0182,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 r ar rn v! 1;;,. r-4 "" 6 March 22, 2011 Janie M. Gwinn Director, Regulatory Affairs Watson Laboratories, Inc. 311 Bonnie Circle Corona, CA 92880-2882 Dear Ms. Gwinn: Your petition to the Food and Drug Administration requesting to determine whether Opana® ER (oxymorphone hydrochloride) Extended-Release Tablets, 7.5 mg and 15 mg have been voluntarily withdrawn, discontinued or withheld from…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0182-0003_Determinations_that_Drugs_were_Not_Withdrawn_from_.pdf,5ada5564e8da,pdf,2,FDA-2011-P-0182,2011,petition,"53908 Federal Register / Vol. 76, No. 168 / Tuesday, August 30, 2011 / Notices ‘‘Discontinued Drug Product List’’ section of the Orange Book. Lachman Consultant Services, Inc., submitted a citizen petition dated June 7, 2011 (Docket No. FDA–2011–P– 0460), under 21 CFR 10.30, requesting that the Agency determine whether TALWIN COMPOUND (aspirin; pentazocine HCl) tablets, 325 mg; EQ 12.5 mg base, have been voluntarily withdrawn or withheld from sale for reasons of safety or effectiveness. After c…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0182-0004_FDA_CDER__to_Watson_Laboratories__Inc____Letter.pdf,5c836c997d92,pdf,3,FDA-2011-P-0182,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Food and Drug Administration Rockville MD 20857 AUG 3 a 2011 - . Janie M. Gwinn - Director, Regulatory Affairs Watson Laboratories, Inc. tB I 311 Bonnie Circle 00 Corona, CA 92880-2882 Re: Docket No. FDA-2011-P-0182 Dear Ms. Gwinn: This letter responds to your citizen petition received on March 22, 2011, requesting that the Food and Drug Administration (FDA) determine whether OPANA ER (oxymorphone hydrochloride (HCl)) extended-release tablets, 7.5 milligram…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0186-0001_Nexus_Pharmaceuticals__Inc____Citizen_Petition.pdf,ba13d03037d5,pdf,6,FDA-2011-P-0186,2011,petition,"IEINEXUS PHARMACEUTICALS, INC. VIA COURIER 2011 MAR 22 P 12 : 3 b March 17, 2011 Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 SUITABILITY PETITION Dear Sir or Madam: This petition is submitted pursuant to 21 CFR §10.20 and §10.30, as provided for in 21 CFR §314.93 and Section 505(j)(2)(c) of the Federal Food, Drug, and Cosmetic Act, to request the Commissioner of the Food and Drug A…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0186-0004_Acknowledgement_Letter_to_Nexus_Pharmaceuticals__I.pdf,c41aea8e9038,pdf,1,FDA-2011-P-0186,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 March 22, 2011 FILE COPY Shahid Ahmed Co-President Nexus Pharmaceuticals, Inc. 175 E. Hawthorn Parkway Suite 155 Vernon Hills, IL 60061 Dear Mr. Ahmed: Your petition to the Food and Drug Administration to declare that Levetiracetam Injection 1000 mgNial is suitable for submission as an abbreviated new drug application (ANDA), was received by this office on 03/22/2011. It was assigned dock…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0186-0006_Nexus_Pharmaceuticals__Inc____Amendment.pdf,ca0047916c01,pdf,5,FDA-2011-P-0186,2011,petition,"IEINEXUS PHARMACEUTICALS, INC. VIA COURIER 20M JUL 2 1 P 3 : 15 July 21, 2011 Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 AMENDED SUITABILITY PETITION 11P-0186 Dear Sir or Madam: This amended petition is submitted after discussion with Mr. Johnny Young, Regulatory Reviewer, Regulatory Support Branch, OGD, FDA dated July 14, 2011and pursuant to 21 CFR §10.20 and §10.30, as provided …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0209-0001_K_L_Gates__LLP___Citizen_Petition.pdf,15f4edc8ae8b,pdf,2,FDA-2011-P-0209,2011,petition,"K&L1GATESK811 Gates LLP 1601 K Street NW Washington, DC 20006-1600 T 202.778.9000 www.klgates.com 4349 11 MAR 25 P12 33 March 25, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services (HFA-305) 5630 Fishers Lane - Room 1061 Rockville, MD 20852 CITIZEN PETITION Dear Sir or Madam: The undersigned submits this petition in quadruplicate in accordance with the procedural requirements set forth in 21 C.F.R. § 10.30 and 21 C.F.R. § 314.161, requesting…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0209-0003_Acknowledgement_Letter_to_K_L_Gates__LLP.pdf,f617aad55f4c,pdf,1,FDA-2011-P-0209,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPY March 25, 2011 Ann Begley K&L Gates LLP 1601 K Street, NW Washington, DC 20006 Dear Ms. Begley: Your petition to the Food and Drug Administration requesting to make a determination that Opanae ER Tablets, 7.5 mg and 15 mg were not discontinued from sale for safety or effectiveness reasons , was received by this office on 03/25/2011. It was assigned docket number FDA-2011-P-0209-…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0209-0004_Determinations_that_Drugs_were_Not_Withdrawn_from_.pdf,5ada5564e8da,pdf,2,FDA-2011-P-0209,2011,petition,"53908 Federal Register / Vol. 76, No. 168 / Tuesday, August 30, 2011 / Notices ‘‘Discontinued Drug Product List’’ section of the Orange Book. Lachman Consultant Services, Inc., submitted a citizen petition dated June 7, 2011 (Docket No. FDA–2011–P– 0460), under 21 CFR 10.30, requesting that the Agency determine whether TALWIN COMPOUND (aspirin; pentazocine HCl) tablets, 325 mg; EQ 12.5 mg base, have been voluntarily withdrawn or withheld from sale for reasons of safety or effectiveness. After c…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0209-0005_FDA_CDER__to_K_L_Gates__LLP___Letter.pdf,15c4657f5343,pdf,3,FDA-2011-P-0209,2011,petition,"(""4 DEPARTMENT OF HEALTH 8> HUMAN SERVICES <·'It""~ Food and Drug Administration Rockville MD 20857 . Ann Begley K&L Gates LLP 1601 K Street, NW Washington, DC 20006 Re: Docket No. FDA-2011-P-0209 Dear Ms. Begley: This letter responds to your citizen petition received on March 25,2011, requesting that the Food and Drug Administration (FDA) determine that OPANA ER (oxymorphone hydrochloride (HCI)) extended-release tablets, 7.5 milligrams (mg) and 15 mg (new drug application 21-610), were not with…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0213-0001_CSL_Behring___Citizen_Petition.pdf,397becdd0fa4,pdf,20,FDA-2011-P-0213,2011,petition,"Since er Turner resident CSL Behring ri;) AP.. 213 CSL Behring is a company of CSL Limited. C,FCSL Behring Tel 610.878.4000 1020 First Avenue www.cslbehring.com PO Box 61 501 King of Prussia, PA 19406-0901 2011 MAR 28 A II: CSL Behring March 25, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, rm. 1061 Rockville, MD 20852. Re: Citizen Petition Filing CERTIFIED, RETURN RECEIPT REQUESTED Dear Director of Dockets Management…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0213-0012_Acknowledgement_Letter_to_CSL_Behring.pdf,3b94bf5efd8b,pdf,1,FDA-2011-P-0213,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPY March 28, 2011 Peter Turner President CSL Behring 1020 First Avenue P.O. Box 61501 King of Prussia, PA 19406-0901 Dear Mr. Turner: Your petition to the Food and Drug Administration requesting to revoke the orphan drug designation and exclusivity given to Wilate®, manufactured by Octa Pharma, and to refrain from making any orphan drug designations and approval decisions based on …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0213-0014_Interim_Response_to_CSL_Behring___Letter.pdf,e57d212b044a,pdf,1,FDA-2011-P-0213,2011,petition,"It DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Office of Orphan Products Development Food and Drug Administration 10903 New Hampshire Ave. W032-5271 Silver Spring, MD 20993 SEP 23 2011 Peter Turner, President CSL Behring 1020 First Avenue P0 Box 61501 King of Prussia, PA 19406-0901 Re: Docket No. FDA-2011-P-0213 Dear Mr. Turner: I am writing to inform you that the Food and Drug Administration (FDA or Agency) has not yet resolved the issues raised in your citizen petition receive…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0213-0016_CSL_Behring_Supplement.pdf,ef66dfb2dcea,pdf,10,FDA-2011-P-0213,2011,petition,"12/13/2011 17:34 FAX REED SMITH Z002 Paul R. Perreault 1020 First Avenue President PO Box 61501 King of Prussia, PA 19406-0901Tel: 610.878AB23 paul.perreault@cs lbehl ing.com Behring MI DEC ILI A 09 November 7, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Rin, 1061 Rockville, MD 20852 Re: Citizen Petition Docket Number FDA 2011-P-0213 — Supplemental Comment by CSL Behring Dear Sir or Madam: CSL Baring (""CSLB"") submit…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0213-0017_FDA_OC_to_CSL_Behring__Petition_Part_Approval_and_.pdf,e5e4a364f562,pdf,16,FDA-2011-P-0213,2011,petition,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0226-0001_Hyman__Phelps___McNamara__P_C____Citizen_Petition.pdf,943dccabd0c3,pdf,3,FDA-2011-P-0226,2011,petition,"Direct Dial (202) 737-7544 KURT R. KARSTLAW OFFICES HYMAN, PHELPS 8 MCNAMARA, P.C. 700 THIRTEENTH STREET, N.W. SUITEI200 WASHINGTON, D. C. 20005-5929 12021737-5600 FACSIMILE 12021737-9329 www.hpm.com March 30, 2011 BY HAND DELIVERY Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, Maryland 20852 To Whom It May Concern: Hyman, Phelps & McNamara, P.C., on behalf of a client, submits this petition p…"
